locus_tag	ftype	length_bp	gene	EC_number	COG	product
1617.00_00350	CDS	1113	gtf1_2	2.4.1.-		Glycosyltransferase Gtf1
1617.00_00351	CDS	828	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
1617.00_00352	CDS	1425	manC1_2	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
1617.00_00353	CDS	1365	algC_2	5.4.2.2		Phosphomannomutase/phosphoglucomutase
1617.00_00354	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
1617.00_00355	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
1617.00_00356	CDS	981	wzzB		COG3765	Chain length determinant protein
1617.00_00357	CDS	612	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
1617.00_00358	CDS	777	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
1617.00_00359	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
1617.00_00360	CDS	591	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
1617.00_00361	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
1617.00_00362	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
1617.00_00363	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
1617.00_00364	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
1617.00_00365	CDS	252	yefM		COG2161	Antitoxin YefM
1617.00_00366	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
1617.00_00367	CDS	825	yeeZ		COG0451	Protein YeeZ
1617.00_00368	CDS	930	yhaJ_1			HTH-type transcriptional regulator YhaJ
1617.00_00369	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
1617.00_00370	CDS	1005				hypothetical protein
1617.00_00371	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
1617.00_00372	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
1617.00_00373	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
	sig_peptide	66				putative signal peptide
1617.00_00374	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
1617.00_00375	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
1617.00_00376	CDS	330				hypothetical protein
1617.00_00377	CDS	444	pduV_1		COG4917	Propanediol utilization protein PduV
1617.00_00378	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
1617.00_00379	CDS	555				hypothetical protein
1617.00_00380	CDS	1344	rsxC_1			Electron transport complex subunit RsxC
1617.00_00381	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
1617.00_00382	CDS	1386	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
1617.00_00383	CDS	1008				hypothetical protein
1617.00_00384	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
1617.00_00385	CDS	492				hypothetical protein
1617.00_00386	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
1617.00_00387	CDS	423				hypothetical protein
	sig_peptide	69				putative signal peptide
1617.00_00388	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
1617.00_00389	CDS	351				hypothetical protein
1617.00_00390	CDS	1833	ddrA			Diol dehydratase-reactivating factor alpha subunit
1617.00_00391	CDS	519	pduE	4.2.1.28	COG4910	Propanediol dehydratase small subunit
1617.00_00392	CDS	669	pduD	4.2.1.28		Propanediol dehydratase medium subunit
1617.00_00393	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
1617.00_00394	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
1617.00_00395	CDS	285	pduA_2		COG4577	Propanediol utilization protein PduA
1617.00_00396	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
1617.00_00397	CDS	915	rhaR_1			HTH-type transcriptional activator RhaR
1617.00_00398	CDS	438				hypothetical protein
1617.00_00399	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
1617.00_00400	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
1617.00_00401	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1617.00_00402	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
	sig_peptide	69				putative signal peptide
1617.00_00403	tRNA	76				tRNA-Asn(gtt)
1617.00_00404	CDS	918	gltC_1			HTH-type transcriptional regulator GltC
1617.00_00405	CDS	951	cbl			HTH-type transcriptional regulator cbl
1617.00_00406	tRNA	76				tRNA-Asn(gtt)
1617.00_00407	CDS	1488	yeeO		COG0534	putative FMN/FAD exporter YeeO
1617.00_00408	tRNA	76				tRNA-Asn(gtt)
1617.00_00409	CDS	822	intA_1		COG0582	Prophage integrase IntA
1617.00_00410	CDS	618				hypothetical protein
1617.00_00411	CDS	189				hypothetical protein
1617.00_00412	CDS	462				hypothetical protein
1617.00_00413	CDS	4182	rhsD_1		COG3209	Protein RhsD
1617.00_00414	CDS	549				hypothetical protein
1617.00_00415	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
1617.00_00416	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
1617.00_00417	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
1617.00_00418	CDS	1053				hypothetical protein
1617.00_00419	CDS	8010				hypothetical protein
1617.00_00420	tRNA	76				tRNA-Asn(gtt)
1617.00_00421	CDS	798	mtfA		COG3228	Protein MtfA
1617.00_00422	tRNA	90				tRNA-Ser(cga)
1617.00_00423	CDS	651	zinT		COG3443	Metal-binding protein ZinT
	sig_peptide	72				putative signal peptide
1617.00_00424	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
1617.00_00425	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
1617.00_00426	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
	sig_peptide	72				putative signal peptide
1617.00_00427	CDS	783	yedW		COG0745	putative transcriptional regulatory protein YedW
1617.00_00428	CDS	1359	yedV	2.7.13.3	COG0642	putative sensor-like histidine kinase YedV
1617.00_00429	CDS	852	hchA_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
1617.00_00430	CDS	1194	ompN_1		COG3203	Outer membrane protein N
	sig_peptide	66				putative signal peptide
1617.00_00431	CDS	90				hypothetical protein
1617.00_00432	CDS	303	yedR			Inner membrane protein YedR
1617.00_00433	CDS	696	yedJ		COG1418	putative protein YedJ
1617.00_00434	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
1617.00_00435	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
1617.00_00436	CDS	921	yedA			putative inner membrane transporter YedA
1617.00_00437	CDS	918	yedI		COG2354	Inner membrane protein YedI
1617.00_00438	CDS	183				hypothetical protein
1617.00_00439	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
1617.00_00440	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
1617.00_00441	CDS	228				hypothetical protein
1617.00_00442	CDS	189	dsrB			Protein DsrB
1617.00_00443	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
1617.00_00444	CDS	786				hypothetical protein
1617.00_00445	CDS	270				hypothetical protein
1617.00_00446	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
	sig_peptide	66				putative signal peptide
1617.00_00447	CDS	366	fliO		COG3190	Flagellar protein FliO
1617.00_00448	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
1617.00_00449	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
1617.00_00450	CDS	465				hypothetical protein
1617.00_00451	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
1617.00_00452	CDS	444	fliJ		COG2882	Flagellar FliJ protein
1617.00_00453	CDS	1374	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
1617.00_00454	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
1617.00_00455	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
1617.00_00456	CDS	1659	fliF		COG1766	Flagellar M-ring protein
1617.00_00457	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
1617.00_00458	CDS	804				hypothetical protein
1617.00_00459	CDS	216				hypothetical protein
1617.00_00460	CDS	480	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
1617.00_00461	CDS	669	yedK_2	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
1617.00_00462	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
1617.00_00463	CDS	1206				hypothetical protein
1617.00_00464	CDS	414				hypothetical protein
	sig_peptide	60				putative signal peptide
1617.00_00465	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
1617.00_00466	CDS	366	fliT			Flagellar protein FliT
1617.00_00467	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
1617.00_00468	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
1617.00_00469	CDS	1671	fliC		COG1344	Flagellin
1617.00_00470	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
1617.00_00471	CDS	552	fliZ			Regulator of sigma S factor FliZ
1617.00_00472	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
1617.00_00473	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
1617.00_00474	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
1617.00_00475	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
1617.00_00476	CDS	723	sdiA		COG2771	Regulatory protein SdiA
1617.00_00477	CDS	225				hypothetical protein
1617.00_00478	CDS	657	uvrY		COG2197	Response regulator UvrY
1617.00_00479	CDS	1833	uvrC		COG0322	UvrABC system protein C
1617.00_00480	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1617.00_00481	tRNA	76				tRNA-Gly(gcc)
1617.00_00482	tRNA	74				tRNA-Cys(gca)
1617.00_00483	tRNA	87				tRNA-Leu(taa)
1617.00_00484	CDS	732				hypothetical protein
1617.00_00485	CDS	687				hypothetical protein
1617.00_00486	CDS	1329	recF_1			DNA replication and repair protein RecF
1617.00_00487	CDS	612				hypothetical protein
1617.00_00488	CDS	666				hypothetical protein
1617.00_00489	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
1617.00_00490	CDS	240				hypothetical protein
1617.00_00491	CDS	498	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
1617.00_00492	CDS	324				hypothetical protein
1617.00_00493	CDS	252				hypothetical protein
1617.00_00494	CDS	504				hypothetical protein
1617.00_00495	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
	sig_peptide	72				putative signal peptide
1617.00_00496	CDS	1515	araG	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
1617.00_00497	CDS	987	rbsC_1		COG1172	Ribose import permease protein RbsC
1617.00_00498	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
1617.00_00499	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
1617.00_00500	CDS	429	uspC		COG0589	Universal stress protein C
1617.00_00501	CDS	351	flhD			Flagellar transcriptional regulator FlhD
1617.00_00502	CDS	579	flhC			Flagellar transcriptional regulator FlhC
1617.00_00503	CDS	888	motA		COG1291	Motility protein A
1617.00_00504	CDS	927	motB		COG1360	Motility protein B
1617.00_00505	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
1617.00_00506	CDS	504	cheW		COG0835	Chemotaxis protein CheW
1617.00_00507	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
1617.00_00508	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
1617.00_00509	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
1617.00_00510	CDS	1050	cheB	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
1617.00_00511	CDS	390	cheY		COG0784	Chemotaxis protein CheY
1617.00_00512	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
1617.00_00513	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
1617.00_00514	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
1617.00_00515	CDS	396	flhE			Flagellar protein FlhE
	sig_peptide	54				putative signal peptide
1617.00_00516	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
1617.00_00517	CDS	567	yecM		COG3102	Protein YecM
1617.00_00518	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
1617.00_00519	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
1617.00_00520	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
1617.00_00521	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
1617.00_00522	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
1617.00_00523	CDS	396	yecN		COG3788	Inner membrane protein YecN
1617.00_00524	CDS	819				hypothetical protein
1617.00_00525	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
1617.00_00526	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
1617.00_00527	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
1617.00_00528	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
1617.00_00529	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
1617.00_00530	CDS	603				hypothetical protein
1617.00_00531	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
1617.00_00532	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
1617.00_00533	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
1617.00_00534	CDS	756	znuC	3.6.3.-	COG1121	Zinc import ATP-binding protein ZnuC
1617.00_00535	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
1617.00_00536	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
1617.00_00537	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
1617.00_00538	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
1617.00_00539	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
1617.00_00540	CDS	300				hypothetical protein
1617.00_00541	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
1617.00_00542	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
1617.00_00543	CDS	642	eda		COG0800	KHG/KDPG aldolase
1617.00_00544	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
1617.00_00545	CDS	291				hypothetical protein
1617.00_00546	CDS	357	yebF			Protein YebF
	sig_peptide	66				putative signal peptide
1617.00_00547	CDS	111				hypothetical protein
1617.00_00548	CDS	660	yebE		COG2979	Inner membrane protein YebE
1617.00_00549	CDS	1170				IS200/IS605 family transposase ISEc46
1617.00_00550	CDS	426				hypothetical protein
1617.00_00551	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
1617.00_00552	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
1617.00_00553	CDS	657				hypothetical protein
1617.00_00554	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
1617.00_00555	CDS	375	yobA		COG2372	Protein YobA
	sig_peptide	81				putative signal peptide
1617.00_00556	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
1617.00_00557	CDS	342				hypothetical protein
	sig_peptide	63				putative signal peptide
1617.00_00558	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
1617.00_00559	CDS	276				hypothetical protein
1617.00_00560	CDS	237	yebV			putative protein YebV
1617.00_00561	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
1617.00_00562	CDS	2634			COG3008	putative protein
1617.00_00563	CDS	1230	yebS		COG2995	Inner membrane protein YebS
1617.00_00564	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
1617.00_00565	CDS	699	proQ		COG3109	RNA chaperone ProQ
1617.00_00566	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
	sig_peptide	69				putative signal peptide
1617.00_00567	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
1617.00_00568	CDS	1374	ribZ			Riboflavin transporter RibZ
1617.00_00569	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
1617.00_00570	CDS	240				hypothetical protein
1617.00_00571	CDS	288				hypothetical protein
1617.00_00572	CDS	210	cspC		COG1278	Cold shock-like protein CspC
1617.00_00573	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
1617.00_00574	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
	sig_peptide	60				putative signal peptide
1617.00_00575	CDS	123				hypothetical protein
1617.00_00576	CDS	459				hypothetical protein
1617.00_00577	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
1617.00_00578	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
1617.00_00579	CDS	972	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
1617.00_00580	CDS	210				hypothetical protein
1617.00_00581	CDS	1557				hypothetical protein
1617.00_00582	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
1617.00_00583	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
1617.00_00584	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
1617.00_00585	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
1617.00_00586	CDS	180				hypothetical protein
1617.00_00587	CDS	300				hypothetical protein
1617.00_00588	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
1617.00_00589	CDS	1911	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
1617.00_00590	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
1617.00_00591	CDS	582	slp_1		COG3065	Outer membrane protein slp
1617.00_00592	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
1617.00_00593	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
1617.00_00594	CDS	966	yeaX	1.14.13.-	COG1018	Carnitine monooxygenase reductase subunit
1617.00_00595	CDS	1125	yeaW	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
1617.00_00596	CDS	1611	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
1617.00_00597	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
1617.00_00598	CDS	924	dmlR_1			HTH-type transcriptional regulator DmlR
1617.00_00599	CDS	639	leuE		COG1280	Leucine efflux protein
1617.00_00600	CDS	360	yeaR		COG3615	putative protein YeaR
1617.00_00601	CDS	183	yoaG			Protein YoaG
1617.00_00602	CDS	249				hypothetical protein
1617.00_00603	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
1617.00_00604	CDS	255				hypothetical protein
	sig_peptide	72				putative signal peptide
1617.00_00605	CDS	348				hypothetical protein
1617.00_00606	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
1617.00_00607	CDS	819	nimR_1			HTH-type transcriptional regulator NimR
1617.00_00608	CDS	447				hypothetical protein
1617.00_00609	CDS	504				hypothetical protein
1617.00_00610	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
1617.00_00611	CDS	1476	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
1617.00_00612	CDS	1284				hypothetical protein
1617.00_00613	CDS	1935				hypothetical protein
1617.00_00614	CDS	747	mipA_1		COG3713	MltA-interacting protein
	sig_peptide	69				putative signal peptide
1617.00_00615	CDS	855	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
1617.00_00616	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
1617.00_00617	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
1617.00_00618	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
1617.00_00619	CDS	273				hypothetical protein
1617.00_00620	CDS	945	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
1617.00_00621	CDS	1380	ydjE_1			Inner membrane metabolite transport protein YdjE
1617.00_00622	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
1617.00_00623	CDS	837	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
1617.00_00624	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
1617.00_00625	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
1617.00_00626	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
1617.00_00627	CDS	1359	ydjE_2			Inner membrane metabolite transport protein YdjE
1617.00_00628	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
1617.00_00629	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
1617.00_00630	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
1617.00_00631	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
1617.00_00632	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
1617.00_00633	CDS	1956	topB	5.99.1.2	COG0550	DNA topoisomerase 3
1617.00_00634	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
1617.00_00635	CDS	273				hypothetical protein
	sig_peptide	57				putative signal peptide
1617.00_00636	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
1617.00_00637	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
